bars,symbol,next_page_token
"{'t': '2017-01-03T12:15:00Z', 'o': 225.25, 'h': 225.25, 'l': 225.24, 'c': 225.24, 'v': 600, 'n': 2, 'vw': 225.241667}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:16:00Z', 'o': 225.27, 'h': 225.32, 'l': 225.27, 'c': 225.32, 'v': 4157, 'n': 18, 'vw': 225.28483}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:18:00Z', 'o': 225.27, 'h': 225.27, 'l': 225.27, 'c': 225.27, 'v': 1900, 'n': 1, 'vw': 225.27}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:19:00Z', 'o': 225.3, 'h': 225.3, 'l': 225.3, 'c': 225.3, 'v': 100, 'n': 1, 'vw': 225.3}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:20:00Z', 'o': 225.27, 'h': 225.31, 'l': 225.25, 'c': 225.3, 'v': 14346, 'n': 24, 'vw': 225.271271}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:21:00Z', 'o': 225.28, 'h': 225.28, 'l': 225.22, 'c': 225.25, 'v': 16132, 'n': 15, 'vw': 225.258483}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:22:00Z', 'o': 225.23, 'h': 225.23, 'l': 225.19, 'c': 225.19, 'v': 38848, 'n': 16, 'vw': 225.220773}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:23:00Z', 'o': 225.21, 'h': 225.23, 'l': 225.21, 'c': 225.23, 'v': 702, 'n': 8, 'vw': 225.218632}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:24:00Z', 'o': 225.23, 'h': 225.24, 'l': 225.23, 'c': 225.24, 'v': 2954, 'n': 3, 'vw': 225.231016}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:25:00Z', 'o': 225.24, 'h': 225.26, 'l': 225.23, 'c': 225.23, 'v': 8885, 'n': 6, 'vw': 225.234581}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:26:00Z', 'o': 225.21, 'h': 225.23, 'l': 225.21, 'c': 225.23, 'v': 1100, 'n': 3, 'vw': 225.220918}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:27:00Z', 'o': 225.23, 'h': 225.24, 'l': 225.23, 'c': 225.24, 'v': 1301, 'n': 4, 'vw': 225.23462}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:28:00Z', 'o': 225.25, 'h': 225.25, 'l': 225.25, 'c': 225.25, 'v': 500, 'n': 1, 'vw': 225.25}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:29:00Z', 'o': 225.23, 'h': 225.23, 'l': 225.23, 'c': 225.23, 'v': 39500, 'n': 3, 'vw': 225.23}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:31:00Z', 'o': 225.21, 'h': 225.21, 'l': 225.21, 'c': 225.21, 'v': 2103, 'n': 5, 'vw': 225.21}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:32:00Z', 'o': 225.19, 'h': 225.2, 'l': 225.18, 'c': 225.2, 'v': 5801, 'n': 9, 'vw': 225.192417}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:33:00Z', 'o': 225.18, 'h': 225.24, 'l': 225.18, 'c': 225.24, 'v': 1303, 'n': 10, 'vw': 225.208465}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:35:00Z', 'o': 225.24, 'h': 225.24, 'l': 225.19, 'c': 225.19, 'v': 1627, 'n': 7, 'vw': 225.206749}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:36:00Z', 'o': 225.18, 'h': 225.18, 'l': 225.18, 'c': 225.18, 'v': 1402, 'n': 3, 'vw': 225.179971}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:37:00Z', 'o': 225.15, 'h': 225.18, 'l': 225.15, 'c': 225.18, 'v': 9202, 'n': 9, 'vw': 225.179023}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:38:00Z', 'o': 225.17, 'h': 225.17, 'l': 225.17, 'c': 225.17, 'v': 800, 'n': 2, 'vw': 225.17}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:39:00Z', 'o': 225.15, 'h': 225.15, 'l': 225.15, 'c': 225.15, 'v': 1750, 'n': 5, 'vw': 225.150011}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:40:00Z', 'o': 225.18, 'h': 225.18, 'l': 225.15, 'c': 225.15, 'v': 750, 'n': 5, 'vw': 225.156}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:41:00Z', 'o': 225.13, 'h': 225.14, 'l': 225.12, 'c': 225.12, 'v': 5441, 'n': 9, 'vw': 225.127958}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:42:00Z', 'o': 225.11, 'h': 225.11, 'l': 225.11, 'c': 225.11, 'v': 249, 'n': 3, 'vw': 225.108072}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:44:00Z', 'o': 225.12, 'h': 225.12, 'l': 225.12, 'c': 225.12, 'v': 1400, 'n': 1, 'vw': 225.12}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:45:00Z', 'o': 225.14, 'h': 225.15, 'l': 225.14, 'c': 225.15, 'v': 32000, 'n': 28, 'vw': 225.149968}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:46:00Z', 'o': 225.12, 'h': 225.12, 'l': 225.12, 'c': 225.12, 'v': 750, 'n': 2, 'vw': 225.120013}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:48:00Z', 'o': 225.14, 'h': 225.14, 'l': 225.14, 'c': 225.14, 'v': 1200, 'n': 4, 'vw': 225.14}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:49:00Z', 'o': 225.13, 'h': 225.14, 'l': 225.13, 'c': 225.14, 'v': 200, 'n': 2, 'vw': 225.135}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:50:00Z', 'o': 225.13, 'h': 225.14, 'l': 225.13, 'c': 225.14, 'v': 1002, 'n': 7, 'vw': 225.13501}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:51:00Z', 'o': 225.14, 'h': 225.15, 'l': 225.14, 'c': 225.15, 'v': 1220, 'n': 12, 'vw': 225.151803}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:53:00Z', 'o': 225.13, 'h': 225.14, 'l': 225.11, 'c': 225.13, 'v': 2703, 'n': 10, 'vw': 225.12687}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:54:00Z', 'o': 225.15, 'h': 225.16, 'l': 225.15, 'c': 225.15, 'v': 1100, 'n': 6, 'vw': 225.150909}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:55:00Z', 'o': 225.08, 'h': 225.13, 'l': 225.08, 'c': 225.11, 'v': 23525, 'n': 11, 'vw': 225.127747}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:56:00Z', 'o': 225.13, 'h': 225.13, 'l': 225.13, 'c': 225.13, 'v': 100, 'n': 1, 'vw': 225.13}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:58:00Z', 'o': 225.17, 'h': 225.18, 'l': 225.17, 'c': 225.17, 'v': 1302, 'n': 6, 'vw': 225.170768}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T12:59:00Z', 'o': 225.19, 'h': 225.19, 'l': 225.15, 'c': 225.16, 'v': 54698, 'n': 35, 'vw': 225.167185}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:00:00Z', 'o': 225.21, 'h': 225.32, 'l': 225.11, 'c': 225.16, 'v': 34188, 'n': 62, 'vw': 225.225747}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:01:00Z', 'o': 225.16, 'h': 225.18, 'l': 225.16, 'c': 225.18, 'v': 3900, 'n': 10, 'vw': 225.163077}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:02:00Z', 'o': 225.16, 'h': 225.16, 'l': 225.15, 'c': 225.15, 'v': 1836, 'n': 10, 'vw': 225.156019}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:03:00Z', 'o': 225.13, 'h': 225.13, 'l': 225.12, 'c': 225.12, 'v': 1819, 'n': 7, 'vw': 225.121215}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:04:00Z', 'o': 225.13, 'h': 225.17, 'l': 225.13, 'c': 225.14, 'v': 400, 'n': 3, 'vw': 225.1425}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:05:00Z', 'o': 225.14, 'h': 225.15, 'l': 225.14, 'c': 225.15, 'v': 397, 'n': 5, 'vw': 225.14738}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:06:00Z', 'o': 225.16, 'h': 225.16, 'l': 225.16, 'c': 225.16, 'v': 175, 'n': 1, 'vw': 225.16}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:07:00Z', 'o': 225.16, 'h': 225.16, 'l': 225.15, 'c': 225.15, 'v': 3555, 'n': 7, 'vw': 225.151125}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:08:00Z', 'o': 225.18, 'h': 225.18, 'l': 225.13, 'c': 225.13, 'v': 2065, 'n': 5, 'vw': 225.156586}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:09:00Z', 'o': 225.16, 'h': 225.17, 'l': 225.16, 'c': 225.17, 'v': 12298, 'n': 8, 'vw': 225.16569}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:10:00Z', 'o': 225.16, 'h': 225.16, 'l': 225.16, 'c': 225.16, 'v': 2200, 'n': 1, 'vw': 225.16}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:13:00Z', 'o': 225.14, 'h': 225.14, 'l': 225.14, 'c': 225.14, 'v': 200, 'n': 1, 'vw': 225.14}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:14:00Z', 'o': 225.11, 'h': 225.11, 'l': 225.11, 'c': 225.11, 'v': 300, 'n': 6, 'vw': 225.1101}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:15:00Z', 'o': 225.12, 'h': 225.12, 'l': 225.12, 'c': 225.12, 'v': 739, 'n': 8, 'vw': 225.116184}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:16:00Z', 'o': 225.12, 'h': 225.12, 'l': 225.08, 'c': 225.08, 'v': 11759, 'n': 10, 'vw': 225.10721}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:17:00Z', 'o': 225.08, 'h': 225.08, 'l': 225.07, 'c': 225.07, 'v': 3168, 'n': 11, 'vw': 225.077468}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:18:00Z', 'o': 225.05, 'h': 225.11, 'l': 225.05, 'c': 225.11, 'v': 3007, 'n': 10, 'vw': 225.075973}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:19:00Z', 'o': 225.1, 'h': 225.1, 'l': 225.08, 'c': 225.08, 'v': 2711, 'n': 10, 'vw': 225.084744}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:20:00Z', 'o': 225.1, 'h': 225.1, 'l': 225.1, 'c': 225.1, 'v': 523, 'n': 2, 'vw': 225.1}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:21:00Z', 'o': 225.05, 'h': 225.09, 'l': 225.03, 'c': 225.06, 'v': 36841, 'n': 14, 'vw': 225.079498}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:22:00Z', 'o': 225.09, 'h': 225.09, 'l': 225.04, 'c': 225.04, 'v': 50433, 'n': 9, 'vw': 225.04031}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:23:00Z', 'o': 225.05, 'h': 225.06, 'l': 225.04, 'c': 225.04, 'v': 4616, 'n': 7, 'vw': 225.058016}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:24:00Z', 'o': 225.04, 'h': 225.04, 'l': 225.01, 'c': 225.01, 'v': 5600, 'n': 10, 'vw': 225.013043}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:25:00Z', 'o': 225.01, 'h': 225.04, 'l': 225.01, 'c': 225.03, 'v': 700, 'n': 5, 'vw': 225.017143}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:26:00Z', 'o': 225.03, 'h': 225.03, 'l': 225, 'c': 225.01, 'v': 4772, 'n': 18, 'vw': 225.017062}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:27:00Z', 'o': 225, 'h': 225.02, 'l': 225, 'c': 225.01, 'v': 1150, 'n': 6, 'vw': 225.01087}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:28:00Z', 'o': 225.01, 'h': 225.02, 'l': 225, 'c': 225.02, 'v': 3056, 'n': 8, 'vw': 225.012493}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:29:00Z', 'o': 225.02, 'h': 225.04, 'l': 225.01, 'c': 225.03, 'v': 30332, 'n': 37, 'vw': 225.027736}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:30:00Z', 'o': 225.03, 'h': 225.03, 'l': 224.99, 'c': 225, 'v': 17942, 'n': 28, 'vw': 225.012961}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:31:00Z', 'o': 225, 'h': 225, 'l': 224.98, 'c': 224.98, 'v': 9122, 'n': 21, 'vw': 224.981693}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:32:00Z', 'o': 224.97, 'h': 224.97, 'l': 224.93, 'c': 224.96, 'v': 4303, 'n': 18, 'vw': 224.953377}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:33:00Z', 'o': 224.95, 'h': 224.96, 'l': 224.92, 'c': 224.92, 'v': 9668, 'n': 13, 'vw': 224.931692}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:34:00Z', 'o': 224.94, 'h': 224.94, 'l': 224.92, 'c': 224.92, 'v': 6800, 'n': 25, 'vw': 224.933971}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:35:00Z', 'o': 224.92, 'h': 224.92, 'l': 224.92, 'c': 224.92, 'v': 737, 'n': 5, 'vw': 224.92}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:36:00Z', 'o': 224.92, 'h': 224.92, 'l': 224.91, 'c': 224.92, 'v': 3914, 'n': 23, 'vw': 224.862082}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:37:00Z', 'o': 224.92, 'h': 224.93, 'l': 224.91, 'c': 224.92, 'v': 24972, 'n': 39, 'vw': 224.924369}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:38:00Z', 'o': 224.93, 'h': 224.94, 'l': 224.92, 'c': 224.93, 'v': 1974, 'n': 10, 'vw': 224.845811}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:39:00Z', 'o': 224.92, 'h': 224.93, 'l': 224.92, 'c': 224.93, 'v': 6689, 'n': 8, 'vw': 224.922242}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:40:00Z', 'o': 224.9, 'h': 224.92, 'l': 224.89, 'c': 224.89, 'v': 36350, 'n': 32, 'vw': 224.901678}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:41:00Z', 'o': 224.9, 'h': 224.92, 'l': 224.89, 'c': 224.9, 'v': 31261, 'n': 26, 'vw': 224.9016}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:42:00Z', 'o': 224.89, 'h': 224.9, 'l': 224.88, 'c': 224.88, 'v': 6331, 'n': 13, 'vw': 224.894628}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:43:00Z', 'o': 224.88, 'h': 224.89, 'l': 224.86, 'c': 224.86, 'v': 5757, 'n': 11, 'vw': 224.872977}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:44:00Z', 'o': 224.87, 'h': 224.9, 'l': 223.53, 'c': 223.53, 'v': 17462, 'n': 17, 'vw': 224.031436}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:45:00Z', 'o': 224.89, 'h': 224.9, 'l': 224.89, 'c': 224.89, 'v': 1272, 'n': 7, 'vw': 224.890786}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:46:00Z', 'o': 224.9, 'h': 224.9, 'l': 224.89, 'c': 224.89, 'v': 6037, 'n': 10, 'vw': 224.899276}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:47:00Z', 'o': 224.9, 'h': 224.9, 'l': 224.88, 'c': 224.89, 'v': 27162, 'n': 10, 'vw': 223.658668}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:48:00Z', 'o': 224.9, 'h': 224.92, 'l': 224.9, 'c': 224.91, 'v': 10712, 'n': 13, 'vw': 224.901215}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:49:00Z', 'o': 224.91, 'h': 224.94, 'l': 224.9, 'c': 224.94, 'v': 2800, 'n': 7, 'vw': 224.910304}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:50:00Z', 'o': 224.93, 'h': 224.98, 'l': 224.93, 'c': 224.98, 'v': 31163, 'n': 44, 'vw': 224.973218}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:51:00Z', 'o': 224.98, 'h': 224.98, 'l': 224.96, 'c': 224.96, 'v': 965, 'n': 7, 'vw': 224.968187}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:52:00Z', 'o': 224.97, 'h': 224.98, 'l': 224.97, 'c': 224.98, 'v': 8402, 'n': 25, 'vw': 224.974342}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:53:00Z', 'o': 224.98, 'h': 224.98, 'l': 224.97, 'c': 224.97, 'v': 2598, 'n': 10, 'vw': 224.974619}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:54:00Z', 'o': 224.97, 'h': 224.97, 'l': 224.97, 'c': 224.97, 'v': 1343, 'n': 4, 'vw': 224.970692}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:55:00Z', 'o': 224.99, 'h': 225, 'l': 224.98, 'c': 224.99, 'v': 16463, 'n': 32, 'vw': 224.988809}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:56:00Z', 'o': 225, 'h': 225.01, 'l': 225, 'c': 225, 'v': 5891, 'n': 20, 'vw': 225.004498}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:57:00Z', 'o': 225.01, 'h': 225.02, 'l': 225, 'c': 225.01, 'v': 5824, 'n': 15, 'vw': 225.007433}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:58:00Z', 'o': 225, 'h': 225.01, 'l': 224.99, 'c': 225.01, 'v': 2550, 'n': 7, 'vw': 224.995118}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T13:59:00Z', 'o': 224.99, 'h': 225, 'l': 224.99, 'c': 225, 'v': 1727, 'n': 10, 'vw': 224.993474}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:00:00Z', 'o': 225.01, 'h': 225.02, 'l': 225.01, 'c': 225.02, 'v': 5203, 'n': 10, 'vw': 225.017501}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:01:00Z', 'o': 225.03, 'h': 225.03, 'l': 225.03, 'c': 225.03, 'v': 11806, 'n': 9, 'vw': 225.030099}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:02:00Z', 'o': 225.05, 'h': 225.05, 'l': 225.04, 'c': 225.04, 'v': 603, 'n': 5, 'vw': 225.043449}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:03:00Z', 'o': 225.04, 'h': 225.05, 'l': 225.04, 'c': 225.04, 'v': 18045, 'n': 19, 'vw': 225.040627}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:04:00Z', 'o': 225.03, 'h': 225.05, 'l': 225.02, 'c': 225.05, 'v': 30449, 'n': 23, 'vw': 225.033317}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:05:00Z', 'o': 225.05, 'h': 225.06, 'l': 225.05, 'c': 225.06, 'v': 10310, 'n': 11, 'vw': 225.012944}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:06:00Z', 'o': 225.06, 'h': 225.06, 'l': 225.04, 'c': 225.05, 'v': 5200, 'n': 15, 'vw': 225.044423}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
"{'t': '2017-01-03T14:07:00Z', 'o': 225.04, 'h': 225.05, 'l': 225.04, 'c': 225.04, 'v': 1200, 'n': 7, 'vw': 225.040833}",SPY,U1BZfE18MjAxNy0wMS0wNFQxNTo0MDowMC4wMDAwMDAwMDBa
